報導標題,報導日期,報導大意,報導內文
以哈戰爭／戰火延燒影響經濟 專家憂衝突升級引發全球震盪,2023-10-27,以色列和哈瑪斯的戰爭導致中東局勢不穩，對比以色列倚靠高科技支撐國家經濟，本就貧困的加薩地區，經濟雪上加霜。此外，近期國際油價持續波動，有專家擔憂，若加薩戰火升級為中東區域衝突，將引發全球經濟震盪。,城市各處冒起黑煙，轟炸聲絲毫沒有停下，以色列和巴勒斯坦極端組織哈瑪斯衝突持續延燒，地中海東岸局勢動盪，加薩地區數百萬民眾流離失，導致當地原本就貧困的經濟處境雪上加霜。法國巴黎政治學院副教授斯奈傑表示，「加薩是一個被圍困的區域，主要的經濟動力來自援助，來自許多單位的外來援助，而近幾年最重要的援助者是卡達，另外就是一項則是匯款，也就是少數被許可進入以色列工作的勞工，所賺來的薪資。」哈瑪斯在2007年控制了加薩走廊，以色列開始嚴格管制巴勒斯坦人進出當地，僅約1萬8千名勞工獲得以色列工作許可證，每天可為加薩地區賺進200萬美元的現金。但這個月衝突爆發後，他們被迫離開以色列。加薩勞工巴拉塔於10月10日指出，「如果不離開以色列，猶太人就會來打你，你會被凌辱，他們會拿走你的電話，有些工人已經受傷了，最艱難的是你的家人還在衝突區，而你待在這裡無法得知他們是生是死。」以色列的情況卻呈現強烈對比，儘管近來國內失業率高且通膨嚴重，整體經濟仍受到高科技和出口導向產業支撐。英國《金融時報》指出，以色列當前債務和國民產出比率維持在60%，央行則持有2千億美元的外匯存底，讓國家還有餘力打這場仗。法蘭西24主持人提及，「有以色列銀行估計這場戰事，外加以色列全面動員後備軍人，國家今年將損失1.5%的GDP，你認為以色列在加薩的地面作戰能撐多久？」法國巴黎政治學院副教授斯奈傑表示，「簡單回應你的問題，地面作戰可以撐很久，因為以色列經濟復原力很強，經濟命脈包括高價值的產業。」儘管戰事造成以色列國內商業活動停擺，本週卻陸續傳出科技業復工，當地專家預期經濟回穩指日可待。而目前外界更擔心的是，區域衝突可能引發全球經濟震盪。德國巴德爾銀行分析師哈爾弗指出，「第一個問題是中東衝突，中東可說是火藥庫，我們擔心引發更大規模的戰火，再來就是油價，最極端的危急情況是，伊朗可能關閉荷莫茲海峽，如此當然會造成油價大漲。」自衝突發生後，國際油價連續上漲。彭博社報導，以色列對哈瑪斯的轟炸，引發周邊國家出現大規模示威，一旦加薩戰事擴大為中東區域衝突，油價將可能從目前大約每桶90美元，上漲到每桶150美元。但也有專家表示，基於經濟利益考量，產油國會謹慎應對區域衝突，近期油價漲跌則要看全球市場供需變化。法國巴黎政治學院副教授斯奈傑說道，「OPEC已採取行動，藉由減產來控制供給，主要是由沙烏地阿拉伯和俄羅斯所帶頭，要維持相對較高的油價；相反地，有其他成員國則因為經濟不景氣，而渴望囤現金，他們持續增加石油產量，其中就包括伊朗。‵」專家強調，影響石油價格的因素極為複雜，當前因預期心理產生價格波動，是正常現象，全球更該專注交戰雙方能否盡快停火，因為受苦的是衝突區老百姓，不僅當地經濟損傷復原不易，戰爭帶來的傷痛也難以抹滅。
以哈戰爭／以色列無差別軍事攻擊加薩 800年歷史東正教堂遭砲擊,2023-10-27,以色列為清剿哈瑪斯，對加薩走廊進行無差別軍事攻擊，醫院、學校、消防局、教堂、清真寺都成了空襲的目標。加薩地區最古老，歷史比巴黎聖母院還要悠久的，東正教聖波斐利教堂，就遭以軍砲彈擊中，當時有近500人在教堂避難。開戰以來，以軍在西岸佔領區逮捕巴勒斯坦人的行動，規模也隨之擴大，已經有1200名巴勒斯坦人被抓，多數是兒童、青少年。,以色列國防部21日公布了空襲加薩市澤圖恩區的畫面，目標是哈瑪斯設在這裡的指揮中心，還特別把東正教聖波斐利教堂的位置圈列出來，指「空襲所引起的任何損失都是附帶的，並非以軍攻擊的首要目標。」聖波斐利教堂罹難者家屬表示，「這場轟炸有兩枚飛彈直接對準建築，用意就是要殺人和驅趕人，我們告訴他們，要留在自己土地上與我們的人民同在，我們就坐在這裡，穆斯林與基督徒我們都沒有差別，這是殘酷的侵占。」耶路撒冷的希臘東正教主教區，則是對這場空襲表達了最強烈的譴責，指出「把失去家園的無辜百姓、尤其是婦女兒童為活命而藏匿的棲身之所、教堂，當作轟炸目標，是不容忽視的戰爭罪。」聖地監護諮詢委員會法爾塔斯神父提及，「過去70年來我們就說了，應該要解決這個問題，國際社會對這沒有興趣，我想是解決這問題的時候了，所有人都應該和平相處，找出解決之道，這個問題不解決，我們所在之處耶路撒冷，耶路撒冷問題沒有公平解決，這個世界就沒有和平，耶路撒冷是和平與戰爭的關鍵。」隸屬於希臘東正教的聖波斐利教堂，建於1150年，是加薩走廊歷史最悠久的教堂，比巴黎聖母院還要古老，空襲損毀了教堂外牆，並導致鄰近的建築物倒塌，奪走至少18條人命。3日前當地歷史最悠久、也是加薩唯一的一所基督教醫院—阿赫利阿拉伯醫院，也遭砲彈炸成了廢墟；加薩市以北的賈巴利亞22日有2座清真寺被炸毀。消防局、醫院、學校、乃至於南部被劃歸安全區的難民營，都遭遇無差別攻擊。10月7日衝突爆發以來，每天除了無止盡的空襲之外，就是一場又一場的葬禮。遇害巴勒斯坦兒童叔叔哈加表示，「這世界對我們不聞不問，我們一生打從出生起，我們就呼喊全世界幫忙，但他們甚麼也沒做，相反的全世界還對付我們。感謝主，願他們安息，我們將他們視為烈士，願主保佑他們的靈魂。」非政府組織家長圈家庭論壇說道，「我們不希望你加入。」這些出現在鏡頭前以希伯來文、阿拉伯語，重複著同樣一句話的老老少少，是多年來在以巴衝突中失去至親的人，也是非政府組織「家長圈家庭論壇PCFF」的成員，他們每一位都經歷過失親的至痛、心理壓著沉重的哀愁、走不完的情緒低谷，但他們拒絕任何一方以他們至親的名義，向另一方復仇，他們更希望這個團體不要再有成員加入。家長圈家庭論壇成員阿巴烏指出，「大部分的巴勒斯坦人和以色列人，對彼此都是完全的陌生，我們對彼此都有極狹隘非常極端的形象，那就是我們從媒體得來的，以色列人也是如此，我們想所有巴勒斯坦人都是那樣，所有以色列人都是這樣，沒有一個人要與另一方對話，那永遠也不會有和平，這就是我們從小看到的唯一景象。」這個在1995年由雙方罹難者家屬所成立的團體，宗旨是和平、和解、寬容，透過對話的方式促進彼此間的了解，原本是以色列教育部認可的草根性團體，經常在中學校園、民間舉行座談。但極右派納坦雅胡政府卻在今（2023）年8月以「羞辱以色列國防部與士兵」為由，禁止他們進入校園，並將其從教育部資助名單中剃除。教育部在聲明中指出，「將陣亡的以軍和恐怖攻擊罹難者家屬的悲痛，與死在以軍保護國土行動中喪命之人相比較，是絕對不可接受的，也不符合教育部倡導的價值觀。」右派團體讚揚納坦雅胡政府的作法是有道德與倫理的決定，並表示中學生在服兵役之前，就應該要學習捍衛以色列公民與國土的價值觀，而不是恐怖、煽動與仇視以色列的價值觀。家長圈家庭論壇在對教育部的回應聲明中指出，「一個獨裁政權，教育部長決定學生甚麼不應該知道，禁止家長圈家庭論壇進入校園，是壓抑民主，對其他聲音零容忍」，就如同政府強推的司法改革一樣。特拉維夫居民瑟拉表示，「我努力保持理智，但我對他的所為非常火大沮喪，就是他，BiBi，還會有誰？埃及告訴他哈瑪斯將要惹大麻煩，不，我們不在乎。軍方、國安局、哈瑪斯都警告他，他說，『不，不用擔心。』然後你看看發生了甚麼。」以色列獨立研究機構以色列民主中心23日公布的最新民調，猶太裔對納坦雅胡政府的信任度掉到了只有20.5%，阿拉伯裔更低7.5%，是近20年來的最低點。
以哈戰爭／連線接噩耗 半島駐加薩記者家人遭空襲亡,2023-10-27,半島電視台派駐在加薩走廊的53歲首席特派員達杜（Wael Dahdouh），在戰區進行現場連線時接獲噩耗，為了躲避戰火而住進難民營的妻子、兒女和孫子，25日因為以色列空襲而罹難。達杜穿梭醫院以及為家人舉行葬禮時的神情全程被媒體捕捉，他忍痛受訪表示，只要還有一口氣就會持續堅守記者崗位，不會對以色列的犯行緘默。,半島電視台加薩首席特派記者達杜在親友的扶持下，蹲在去世的兒孫與妻子遺體前神情哀戚。自從以色列警告加薩民眾往南方避難之後，達杜的家人就遷往中部努賽拉特難民營地區，25日他們的房舍遭到空襲波及而成為瓦礫堆。噩耗傳來時，達杜正在其他地點進行連線報導，失去妻子、15歲兒子、7歲女兒和18個月大的孫子，達杜的悲痛全寫在臉上。半島電視台加薩首席特派員達杜說：「這些孩子做錯什麼事？他們也在攻擊目標上嗎？以色列軍隊要民眾遷往理應安全的南部地區，家人當時待在親戚的房子裡。」53歲的達杜是加薩人，擔任半島電視台加薩地區採訪主任，多年來紀錄加薩地區無數衝突與戰事，報導加薩民眾的困境，是中東地區享有名望的資深記者。以哈衝突以來，達杜始終留守加薩市，這次空襲奪走他的親人，讓加薩地區民情激憤。加薩民眾怒道，「是達杜的孫女發射火箭彈嗎？她傷害納坦雅胡了嗎？」哈瑪斯聲稱，以色列10月7日至今對加薩的空襲已造成7000人喪命，而以軍25日當天連續向加薩地區發動多達250次空襲，儘管以方表示空襲只針對哈瑪斯的軍事設施和地道，不過傳出大批平民死傷的消息，半島電視台透過聲明對達杜表達哀悼，也指控以方的行動形同無差別攻擊。日前以色列政府也以半島電視台報導不公為由，已經向法院申請在以色列地區禁播。
以哈戰爭／台灣猶太社區中心辦說明會 同為喪生以色列民眾默哀,2023-10-26,在台灣的猶太社區中心，今（26）日舉辦了以巴衝突情勢說明會，也為在哈瑪斯攻擊中喪生的以色列民眾默哀，並呼籲哈瑪斯盡快釋放人質。近期有民眾持納粹旗幟到台北歐洲學校門口抗議，以色列和德國駐台代表處發表聯合聲明，指出這項舉動令人厭惡且具冒犯性，強調絕不得以言論自由來合理化，我外交部也呼應譴責。,手持白色蠟燭，為在哈瑪斯攻擊中喪生的以色列人默哀，現場還擺放幾十張空椅，貼上遭哈瑪斯綁架的人質故事。在台灣的猶太社區中心舉辦以巴衝突情勢說明會，駐台以色列代表游瑪雅談起家鄉狀況，幾度哽咽。以色列駐台代表游瑪雅表示，「我的朋友仍每天持續參加許多場葬禮，而我們也持續祈禱及等待人質都能返家。以色列和台灣共享民主自由的價值，重視人權，因為如此，我們不應該沈默。」游瑪雅感謝台灣各界，表達對以色列的支持，以患難見真情形容台灣的援助。游瑪雅表示，以巴衝突應無法在短時間內落幕，因為以色列得確保類似的恐怖攻擊事件不再發生。而對於近期再有台灣民眾，持納粹旗幟在台北歐洲學校門口抗議，以色列與德國駐台代表處發表聯合聲明，指出該舉動非常令人厭惡且具冒犯性，使用納粹旗幟在德國違法，許多國家也禁止。強調絕不得以言論自由來合理化，呼籲台灣政府展現行動維護國際共同標準。我外交部也呼應譴責。外交部副發言人蕭光偉指出，「外交部對於任何忽視過往慘痛歷史教訓，並使用不當方式表達意見的行為，表示高度遺憾，也要再次呼籲國人將心比心，避免因為個人的利益訴求，而採取有關損及台灣整體形象的言行。」針對此事件，國家人權委員會也發出新聞稿鄭重呼籲，台灣政府與社會各界必須正視，仇恨與歧視言論泛濫的狀況。指出除了強化人權教育外，也有必要整備相關法制。警政署則責成北市警局轄區警方，對歐洲學校加強安全巡邏，確保做好即時應變處置。
以哈戰爭／以色列應美要求暫緩進攻 加薩燃料將用盡醫療瀕停擺,2023-10-26,以色列表態要對加薩發動地面戰，雖然同意美國要求暫緩全面進攻，但也已經出動坦克和步兵，對加薩走廊北部展開衝突以來的最大規模攻擊。與此同時，加薩走廊的燃料馬上就要耗盡，因此人道工作面臨巨大困境。而美俄在聯合國安理會，各自提出的人道停火決議案，都無法過關。,加薩南部拉法的加油站空蕩蕩，油槍散落地面，因為汽油已經完全耗盡。雖然上週末連續3日開放卡車與油罐車入境人道補給，仍然無法紓解加薩能源龐大缺口，一日內就會完全見底，讓聯合國人道工作規模大受影響，災區重機具無法開挖營救受困者；醫院裡保溫箱等救命儀器已經停擺。阿克薩烈士醫院發言人德克蘭表示，「醫院的燃料和柴油即將耗盡，如果耗盡，醫院裡的病人會死，醫院將變成萬人塚，因為手術室將無法使用。」戰火已造成超過6500名巴勒斯坦人死亡，以色列不顧國際反對，已經出動步兵坦克對北部進行針對性攻擊，是這波衝突以來最大規模的入侵，為下一階段做準備。《華爾街日報》報導，以色列同意美國要求，暫緩全面進軍，好讓美國緊急在當地部署飛彈防禦系統，保護當地美軍。以色列總理納坦雅胡（Benjamin Netanyahu）表示，具體進攻時間將由政府的特別戰時內閣決定，至於被哈瑪斯攻擊的安全疏失，他說會向所有相關者究責，包括自己。納坦雅胡指出，「我們將全面調查，南部邊境和加薩周邊發生的事，醜聞將得到全面調查，每個人都必須給出說法，我也是，但這一切只有在戰後才會發生。」為防止戰火延燒生靈塗炭，美國與俄羅斯繼續在聯合國安理會，提出人道停火的決議案，但也都相互對對方草案投下否決票，導致無法通過，再次陷入僵局。
以哈戰爭／以國地面戰仍未行動 美媒稱為讓美軍部署,2023-10-26,以色列總理納坦雅胡（Benjamin Netanyahu）25日表示，已準備好地面入侵加薩。有報導指出，這話講好多天未見行動，是因為要讓美軍有足夠時間部署這個地區。此外空襲轟炸也不曾間斷，造成更多巴勒斯坦百姓喪生，有些家庭成員戴上手環，萬一被炸死還能認屍，避免被埋入無名氏萬人塚。,這是一條死亡後預約最後希望的手環，萬一不幸成為戰火亡魂，才能在認屍時辨識出是一家人，不會被埋入無名氏的萬人塚。加薩衛生部門25日表示過去24小時內共756名巴勒斯坦人喪生，其中344名為孩童。當世界多國領導人呼籲停火、施壓人道救援優先，以色列持續轟炸；以色列告訴加薩平民往南躲避卻又攻打南部，許多無辜平民死亡引發國際社會質疑詭詐。以軍25日表示只要有哈瑪斯的地方就打，若哈瑪斯與百姓混在一起，就是「合法目標」。以色列總理納坦雅胡說：「我們已殲滅數千名恐怖分子，這還只是剛開始，與此同時我們正在準備地面入侵。」華爾街日報引述美國跟以色列官員的話報導，以色列同意暫時延後入侵加薩，以便讓美國盡快將飛彈防禦部署到該區保護駐紮的美軍，這也反映出美國對加薩戰爭蔓延到中東地區的擔憂。美國官員對此回應，華府已向以色列表達擔憂，也就是對伊朗以及伊朗支持的伊斯蘭武裝組織恐怕藉由襲擊美軍將衝突升級擴大，以色列入侵加薩可能讓伊朗代理人按下戰爭鈕。美國總統拜登（Joe Biden）提及，「以色列與巴勒斯坦都應平等地在安全、有尊嚴與和平下相依相存，我確定有無辜的人被殺，這是戰爭的代價。」拜登25日與來訪的澳洲總理艾班尼斯（Anthony Albanese）會面，提到以色列應該與阿拉伯國家相融比鄰，他認為哈瑪斯襲擊以色列行動原因之一，是為了避免以色列跟沙烏地阿拉伯關係正常化；此外對於哈瑪斯宣稱的死亡人數，他也不太相信。聯合國人道事務協調廳24日估計加薩境內有超過140萬人流離失所，加薩、埃及跟以色列邊境關防都已關閉，百姓其實是困在這塊飛地中。
以哈戰爭／不滿UN秘書長譴責加薩慘況 以色列大使要求下台 ,2023-10-25,聯合國安理會週二（24日）召開會議，秘書長古提瑞斯譴責加薩慘況違反《國際人道法》，還提到巴勒斯坦人數十年忍受以色列占領土地，引發以方強烈不滿，要求秘書長立刻下台。而加薩圍困區目前缺乏物資和電力，不僅醫院運作困難，擁擠的難民營也傳出許多孩童染病。,庇護區搭滿密密麻麻的帳篷，許多家庭擠在小小的空間度日，隨著以色列增強對加薩走廊攻擊力度，數百萬巴勒斯坦人被迫南撤，導致難民營負荷沉重、物資匱乏，民眾面臨健康風險。難民營巴勒斯坦民眾納吉姆說：「孩子們都生病了，有些人咳嗽、有人流鼻水，還有人晚上在發燒。」醫院的情況也不樂觀，大量遭空襲的傷患湧入，但加薩地區被以軍斷水斷電，醫護人員只能用手機光源照射才有辦法進行急救。如此慘況引發各界撻伐，許多西方國家紛紛呼籲人道停火，聯合國秘書長則譴責，加薩走廊的情形明顯違反《國際人道法》。聯合國秘書長古提瑞斯（Antonio Guterres）強調，「我要明確指出武裝衝突的任何一方，都不能凌駕於《國際人道法》之上。」古提瑞斯進一步表示，哈瑪斯10月7日發動的攻擊並非憑空發生，指出過去56年，巴勒斯坦人民忍受窒息式佔領，儘管這些不滿不能作為哈瑪斯的攻擊理由，但巴勒斯坦人也不該遭受集體懲罰。不過，這段言論卻點燃以色列的怒火。以色列駐聯合國大使爾登（Gilad Erdan）表示，「秘書長是在姑息恐怖主義，秘書長如今是在責怪受害者？我認為秘書長必須下台。」 以色列軍方宣布，已做好地面戰準備，一旦政府下令就會進攻。另一方面，各方也嚴密注意伊朗的行動，伊朗被認為長期資助哈瑪斯，美國國務卿24日警告，儘管目前無意與伊朗交火，若美方人員受到伊朗或其它代理國家攻擊，美國會果斷採取反擊行動。伊朗則否認涉入哈瑪斯的行動，更痛批美國跟以色列同謀，導致衝突惡化，其他阿拉伯國家也呼籲，這場17天的衝突必須立即停火。
以哈戰爭／獲釋人質談遭囚經歷 稱受醫療照顧等人道待遇,2023-10-25,23日被哈瑪斯釋放的85歲人質利芙席茲（Yocheved Lifshitz）說明自己遭囚經歷，表示在前往加薩途中被以棍棒打傷，但多數人質受到良好待遇，也有醫師為他們治療，利芙席茲獲釋時還和哈瑪斯戰士握手。然而以色列也指控哈瑪斯，利用平民當掩護。,哈瑪斯23日釋放2名10月7日襲擊時擄走的以色列人質，分別是79歲的婦女古柏（Nurit Cooper）和85歲的利芙席茲（Yocheved Lifshitz）。利芙席茲是一名和平運動人士，她在遭囚2週獲釋後，公開說明這段時間的經歷。BBC報導，利芙席茲說，「我去了一趟地獄」，在進入加薩途中遭棍棒毒打造成瘀傷，並出現呼吸困難；她的女兒莎羅恩（Sharone Lifshitz）協助轉述母親的遭遇，表示年邁的母親當時被迫在潮濕的地面上步行幾公里，接著進入加薩地下一個像是蜘蛛網的隧道網絡。但利芙席茲表示，她看到的多數人質都受到良好待遇，她與另外5名人質被帶進一處房間，裡面環境乾淨，地板上有床墊供他們睡覺。莎羅恩補充，母親和哈瑪斯的守衛食用同樣的食物：皮塔麵包、起司和黃瓜。利芙席茲說：「他們確保我們不會生病，而且每2或3天就有一位醫生來陪伴我們。」被囚禁時仍能獲取所需藥物，那裡也有人了解女性生理用品。她還提到，另一名在前往加薩途中因車禍受重傷的人質，也接受了醫師治療。在哈瑪斯的蒙面烈士旅戰士，將利芙席茲交給國際紅十字會人員時，利芙席茲被拍下與其中一名戰士握手，還疑似和對方說了希伯來語的「和平（Shalom）」。被問及此舉，利芙席茲回應，劫持者對她不錯，且其餘人質狀況良好。目前共有4名人質獲釋，以色列表示仍有超過200人遭囚，利芙席茲的丈夫也包含在內。然而，以色列軍方展示了從哈瑪斯成員隨身攝影機中恢復的原始畫面，在影片中，哈瑪斯槍手在路上向平民開槍後歡呼，隨後尾隨當地居民，殺害其家中的父母及幼童。美聯社報導也指出，以色列表示，不是把百姓當作攻擊目標，是哈瑪斯利用平民做為掩護；且這場戰爭已造成以色列1400多人死亡，大部分都是在哈瑪斯最初的襲擊中喪生的平民。
以哈戰爭／全球反猶太主義滋長 矽谷猶太人集結盼救以國人質,2023-10-25,中東局勢緊張，美國矽谷有600個科技界人士向美國總統拜登（Joe Biden）喊話，要協助釋放所有人質。但是也有人煩惱，全世界的反猶太主義可能會讓以色列面對更大的挑戰。,公視國際記者曾淯菁報導，「我現在所在的位置是矽谷聖荷西的巿政廳，在記者背後就有數百名矽谷民眾和科技界人士在這裡集會，希望所有的人質能夠被釋放。」抗議代表說：「我們呼籲拜登總統和國務卿布林肯，盡其所能把剩餘的人質平安帶回家。」舊金山灣區是全美第四大猶太人居住的區域，同時有超過500家以色列新創企業，一共有約600人參與這場集會。新創公司創辦人賽門指出，「有許多科技公司退出近期將舉辦的科技峰會，就因為部份執行長做出反以色列、反猶太主義的言論。」灣區最大的猶太人組織、同時也與科技界關係良好的JCRC強調，綏靖主義從來不會成功。灣區猶太社群關係協會執行長泰勒表示，「你無法討好恐怖主義，你無法討好反猶太主義，你無法姑息法西斯主義。沒有任何其他的主權國家，會像以色列一樣被告知不能夠保衛自己的邊境領土。」因當地反猶太主義嚴重，從俄羅斯移居到矽谷的猶太人保羅說，反猶太主義不只是美國的問題，更是全球性的現象。科技員工保羅提及，「這場戰爭的源頭是全球的反猶太主義，ADL反誹謗聯盟估計，全球約有12億反猶太人士。」以色列面臨自二戰以來最嚴峻的危機，而現場以色列人展現出團結一致，希望營救人質的決心。
以哈戰爭／以再空襲4百次 加薩一夜逾700死,2023-10-25,以色列24日針對加薩哈瑪斯發動400次空襲；巴勒斯坦官員表示一夜之間超過700人喪生，也是自以色列開始攻擊以來，24小時內死亡人數最多的一次。,父親不停地親吻著寶貝女兒的小腳，這是最後的告別，下葬前拒絕將她的臉蓋上布，因為犧牲的烈士應該被看見。加薩百姓泰希說：「我不想讓她走，她是我女兒。」以色列表示24日針對加薩哈瑪斯目標發動超過400次空襲，殲滅哈瑪斯指揮官，擊中正準備向以發射火箭彈的武裝分子等。許多民宅被摧毀，有人被埋在瓦礫堆下。巴勒斯坦衛生官員表示，一夜間數百人喪生，絕大多數是婦女跟小孩，醫療設施也因轟炸破壞、電力不足而關閉。以色列國防軍參謀總長哈勒維（Herzi Halevi）表示，「以色列國防軍已為地面行動做好準備。」這意味著一旦以色列軍隊在坦克大砲就緒下，發動預期的地面作戰以粉碎哈瑪斯的進攻，加薩的死傷只會更慘重。以色列表示不是把百姓當作攻擊目標，是哈瑪斯利用平民當掩護；哈瑪斯表示24日上午再度發動一輪新的火箭彈攻勢。哈瑪斯駐守黎巴嫩的代表說這是種族滅絕戰爭，呼籲停止轟炸加薩，阿拉伯世界、伊斯蘭國家跟聯合國應採取行動。黎巴嫩的哈瑪斯代表哈姆丹（Osama Hamdan）呼籲，「結束佔領國的侵略罪行，對兒童及平民所犯下違反規定及《國際法》的大屠殺。」當晚在靠近黎巴嫩邊界附近目擊到以色列坦克出沒，有伊朗在背後支持的黎巴嫩真主黨，與以色列武力對抗局勢已緊張至極，雙方幾乎每天都在以黎邊境交火，以色列戰機最近幾天還襲擊敘利亞、黎巴嫩以及約旦河西岸目標。
以哈戰爭／哈瑪斯釋2以國高齡人質 卡達和埃及盼促再放50人,2023-10-24,以色列準備對加薩地區的哈瑪斯據點展開地面戰的同時，當地時間23日，哈瑪斯所屬的卡桑烈士旅宣布，在埃及和卡達的斡旋下釋放2名、分別是79和85歲的以色列婦女。除此之外，以色列媒體報導，同樣是埃及和卡達的協調，以哈雙方正在討論多釋放50名人質的可能性。,由哈瑪斯所屬卡桑烈士旅上傳到社群網站的影片顯示，79歲的古柏與85歲的麗芙席茲，由蒙面的烈士旅戰士交給國際紅十字會人員。稍後以色列空軍出動直升機，把2人載到特拉維夫的醫院接受身體檢查與醫療照護。對此，人在卡達首府杜哈的哈瑪斯前任領袖馬夏阿爾（Khaled Meshaal）強調，卡桑烈士旅本來就願意釋放被關押的以色列民眾，問題在以色列政府的態度。哈瑪斯前領導人馬夏阿爾表示，「我們關心人質的安全，但是以色列摧毀建築，殺害了22名人質。所以如果納坦雅胡關心人質安全，如果美國和歐洲關心人質安全，就叫他們迫使以色列停止進攻。」但以色列除了持續準備發動地面戰，並空襲加薩的哈瑪斯據點，還主張哈瑪斯開始放人，就是以色列施加軍事壓力的結果。以色列總理顧問馬克瑞格夫（Mark Regev）表示，「哈瑪斯這些傢伙才不是人道主義者，他們是嗜血的殺手。他們開始放人是基於被迫，是我方施壓的結果。如果這種壓力增加，我相信會有更多人獲釋。」就在加薩持續遭到以色列空襲的同時，以哈雙方在埃及與卡達斡旋之下，正在談判追加釋放50名人質。不過還有一個問題是，綁架以色列民眾的不見得只有哈瑪斯。《以色列時報》指出，不同派系的伊斯蘭聖戰組織，宣稱手上有30名以國人質。另外還有其他失蹤的民眾，可能被其他巴勒斯坦團體藏匿在不知名的所在。這些都讓還沒有獲釋的人質家屬心急如焚。其中小男孩歐哈孟德，23日才年滿9歲，也在10月7日當天失蹤，但是到底被哪個組織或團體綁架，目前音訊全無。
以哈戰爭／以色列軍全力備地面戰 美籲哈瑪斯先放人質再談停火,2023-10-24,以色列正以擊滅哈瑪斯為目標，全力準備地面戰，美國也派軍事顧問前往以色列，並表示現在並非停火時機，要求哈瑪斯先釋放人質。而衝突爆發到現在，已經有超過5000名巴勒斯坦人死亡。在加薩走廊不但救援物資不足，醫院也缺電，處在高度風險中。,船艦和軍力開始集結，軍方高層抵達海軍基地巡視動員情況，以色列先前宣布強化對加薩走廊的攻擊力度，目標要徹底掃除哈瑪斯。以色列國防部長葛朗特（Yoav Gallant）表示，「我們要為下一步做徹底準備，進行陸海空多邊行動。」以軍的行動讓各界憂心加薩戰火演變成區域衝突，美國已增加中東部署嚴防升級風險，同時派出軍事顧問前往以色列，持續給予國防援助。但白宮否認對以軍發號施令，譴責伊朗暗中協助哈瑪斯，強調現階段並非停火時機，因為數百名人質還在哈瑪斯手上。美國總統拜登（Joe Biden）表示，「我們應該先讓那些人質被釋放，再來談談停火。」美國總統拜登23日與以色列總理納坦雅胡（Benjamin Netanyahu）通話，重申美國爭取人質釋放的承諾，並呼籲持續提供衝突區人道協助。目前加薩走廊遭以色列圍困，庇護所民眾已陸續取得食物和水，但當地高達230萬人口，仍需要更多物資救援。人道救援機構成員莫沙說：「我們只剩最後幾天的配給，由於供給不足，之後就會停止發放物資。」世界糧食計劃署巴勒斯坦聯絡人薩奇表示，「我們有超過40台車的物資正在邊界附近等待進入許可，許多其他人道組織、還有非常多卡車等在外頭。」由於以色列禁運燃料，並實施斷水斷電，許多醫院和庇護所仍處在高度風險中。此外，週日到週一24小時內，有436人命喪空襲，衝突爆發至今已超過5000名巴勒斯坦人失去性命，其中2000多人是孩童。
以哈戰爭／哈瑪斯再釋放2人質 傳為以國女性長者家屬已獲通知,2023-10-24,哈瑪斯宣稱因為健康考量釋放了2名女性人質，消息來源指出她們是以色列年長者，有報導稱2人70、80歲，這也是繼上週後哈瑪斯第二次釋放人質。,2名獲釋的以色列籍人質抵達拉法關口後，被移轉到救護車上。為了回應埃及與卡達的居中斡旋，哈瑪斯卡薩姆旅發言人烏貝達（Abu Ubaida）在社群媒體聲明「基於人道與健康考量而釋放2名女性人質，名字分別為伊札克跟利夫席茲」。同樣的消息在以色列這一方也有報導，家屬均已接獲通知，這也是哈瑪斯繼20日之後再度釋放人質。獲釋人質利夫席茲孫子說：「我知道她是搭紅會的車，從哈瑪斯那邊越過埃及端的拉法邊境。」美國總統拜登（Joe Biden）23日回應記者關於與教宗方濟各（Pope Francis）的通話內容，表示教宗對美方因應在以色列危機所採取的行動高度關切，對其所為均表支持；亦向哈瑪斯發出訊息，力促在討論可能的停火前釋放人質。美國總統拜登表示，「（美國是否支持以人質換取停火協議？）我們應該先停火，我們應該先讓人質獲釋，然後再來談。」當天以色列士兵在突襲遭圍困的巴勒斯坦地帶時，與哈瑪斯武裝分子對抗戰鬥。以色列軍方表示過去24小時內，從空中轟炸加薩超過320個目標，包括哈瑪斯據點中的1條隧道、數十個指揮部跟哨點，還有迫擊砲跟反坦克飛彈發射地。哈瑪斯卡薩姆旅表示旗下戰士滲透到加薩南部的一支以色列部隊，並與之交火，摧毀2輛推土機跟一輛坦克，將襲擊者逼退，還朝以色列南部城鎮發射導彈。雙方敵對行動外，加薩外圍的衝突也在升級，以色列飛機襲擊黎巴嫩南部由真主黨把持的陣地。加薩平民陷入絕望，家園被打得稀巴爛，已毫無掩護之處。目前人道援助車隊陸續從埃及端進入加薩，美國特使正在跟以色列、埃及還有聯合國談判，希望物資的運送可以持續。
