報導標題,報導日期,報導大意,報導內文
莫德納次世代疫苗打氣高 BNT次世代採購仍洽談中,2022-11-20,莫德納BA.5次世代疫苗打氣高，2天就已經超過2萬人次施打。而衛福部長薛瑞元也說明，BNT目前還在洽談，也會評估莫德納的施打情況而定。至於新冠本土疫情新增1.6萬多例確診，還有43例死亡個案，其中年齡最小的只有2個月大，今（2022）年累計兒童的重症死亡有38例個案。,新冠本土疫情持續緩降，20日週日新增1萬6197例本土病例，較上週日同期下降12.8%，中重症有154例，死亡則有43例。其中年紀最小個案為2個月大男嬰，沒有慢性病史，他10月底發病確診，採居家照護解隔後，11月10日在家中昏迷，送醫當天不治死亡。累計今年兒童重症死亡有38例。中央流行疫情指揮中心發言人莊人祥指出，「送醫時已無呼吸心跳，經急救無效，當天過世。經法醫相驗，開立死亡診斷為新冠肺炎併呼吸衰竭。」此外，國內已開打莫德納次世代疫苗，外界也關心BNT次世代疫苗的採購進度。衛福部長薛瑞元表示，目前BNT還在談，另外也要看莫德納次世代疫苗的接種情況。薛瑞元說明，「如果說莫德納是夠的，當然是否需要再購買BNT，這個可以再討論。不過我們並沒有說一定不採購BNT，事實上是因為它進度是比較慢，莫德納是本來合約在那邊，所以它供貨是比較快。」而根據指揮中心統計，莫德納BA.5次世代疫苗18日開打後，首日接種量雖然低，只有6000多人次，不過隔天接種了2萬1467人次，較BA.1次世代疫苗開打次日、接種1.1萬多人次，增加近9成的接種量，打氣相當踴躍。
BA.5次世代疫苗開打 指揮中心籲前2劑AZ者追加接種,2022-11-18,莫德納BA.4/5次世代疫苗今（18）日開打，各地打氣踴躍，指揮中心也公布疫苗保護力報告，其中65歲以上長者，打3劑莫德納保護力最高；若是打2劑AZ，第3劑無論接種哪一廠牌疫苗，保護力都最低，呼籲打2劑AZ疫苗的民眾，要接種次世代追加劑。另外指揮官王必勝也評估，照疫情趨勢，全國因確診無法投票者約5到7萬人。,上午9時不到，台北田徑場疫苗接種站就湧入大批人潮，因為莫德納BA.5次世代疫苗18日開打，提供12歲以上民眾接種追加劑，上下午場次各800個名額，都已被預約額滿，打氣相當踴躍。疫情指揮中心18日也公布COVID-19疫苗保護效益分析，其中65歲以上民眾，死亡保護效益最強組合，以3劑莫德納最高，達93.1%；其次則為2劑莫德納和1劑高端，為92.3%；最低則是AZ+AZ+BNT，疫苗保護效益僅39.1%。指揮中心發言人莊人祥表示，「前兩劑是接種AZ的，它的疫苗保護效力同樣也都是比較低一點，所以我們這邊大概建議說，如果前兩劑接種AZ疫苗的民眾，那建議可以接種次世代的追加劑疫苗，以獲得更好的一個保護力。」國內本土疫情持續趨緩，18日新增1萬7952例本土個案，較上週五下降11.4%，另有51例境外移入、91例中重症個案以及58例死亡個案，其中一名較年輕死亡個案為40多歲男性，未曾接種疫苗，本身有慢性血液疾病，不幸於11月13日過世，死因為心肺衰竭、新冠確診，及腸穿孔併腹膜炎。另外，九合一選舉將於11月26日登場，中選會日前表示，確診者不可外出投票，也引發外界討論。王必勝指出，「這個21日到26日這個區間，那依我們現在的疫情的趨勢去研判，扣掉20歲以下，我們估計大概有5萬到7萬人會受到影響。」王必勝也特別提醒，民眾若有症狀且快篩陽性，就強力建議不要投票，以免將疾病傳染給他人。
莫德納次世代疫苗今開打 醫籲高風險族群盡快接種,2022-11-18,莫德納BA.4/5次世代疫苗今（18）日開打，提供12歲以上民眾接種追加劑。有醫師強調，不論是接種原始株，或是BA.1、BA.5次世代疫苗，都能有效降低染疫後發生重症及死亡的風險，呼籲高風險族群盡快接種。而台北田徑場疫苗接種站，今天1600個名額已被預約額滿，打氣相當踴躍。,上午9時不到，台北田徑場疫苗接種站就湧入大批人潮，因為莫德納BA.5次世代疫苗，18日週五開打，提供12歲以上民眾接種追加劑。上、下午場次各800個名額，都已被預約額滿，打氣相當踴躍。接種疫苗民眾王先生表示，「追加劑的部分，第4劑還沒有打，所以故意選這個BA.5來打的。」接種疫苗民眾林小姐說：「我是現在還沒有確診，我想說（BA.5疫苗）反正保護力那麼好，那可以打就來打這樣子。」疫情指揮中心採購首批70.3萬劑莫德納BA.4/5次世代疫苗日前到貨，18日上午將40.7萬劑分送到各地衛生局。醫師表示，疫苗研發速度永遠趕不上新興變異株出現，不過國內外研究已證實，不論是接種原始株，或是BA.1、BA.5次世代疫苗，都能有效降低染疫後發生重症及死亡的風險。台北長庚感染科醫師陳苡靜說明，「免疫力比較不好、有重大傷病的這些人，他們得病以後變成中重症的機會，其實是沒有重大傷病身分的人至少5倍到6倍。打疫苗對你感染之後會不會變成中重症，其實還是有一個很大的效果。」疫情指揮中心強調，現階段本土疫情仍以BA.5病毒株為主，疫情回升、風險持續存在，呼籲民眾應盡速完成疫苗接種，以提升保護力。
本土+20078／王任賢指國內新冠死亡率高 指揮中心駁斥,2022-11-17,新冠本土疫情新增2萬多例確診，疫情穩定下降，但近期有專家認為，台灣新冠的死亡率高，來到千分之5，而指揮中心則拿出數據澄清，台灣的累積確診死亡率，是在OECD國家中的第4低，致死率則是第6低，超額死亡數也是第4低。,新冠本土疫情穩定下降中，17日週四新增2萬零78例本土病例，比上週四同期、下降約一成，中重症有137例，死亡則有77例；重症個案中新增一例兒童MIS-C個案，為9歲男童，雙十節曾確診，三週後出現MIS-C症狀，一度因休克入住加護病房，所幸病況好轉，目前在一般病房治療中。疫情指揮中心醫療應變組副組長羅一鈞表示，「今年累積第174例的兒童MIS-C的個案，也是我們第264例的兒童重症個案。」本土疫情趨緩，不過中華民國防疫學會理事長王任賢，近期指出，台灣新冠死亡率高、達到千分之5，對此指揮中心回應表示，與OECD、經濟合作暨發展組織國家相比，台灣每百萬人口染疫死亡數，在40個主要國家、是第4低，致死率則是第6低，超額死亡數也是第4低。疫情指揮中心發言人莊人祥指出，「新冠肺炎的死亡數，跟這個超額死亡數大概相接近，只差了大概800多例，那其他國家，新加坡大概超過有1倍以上，日本也是大概2倍多。」至於新冠疫苗，18日週五即將開打BA.5次世代疫苗，指揮中心表示，首批會先配送40.7萬劑給各地衛生局，相信開打第一週的施打率應該不錯，暫時還不會祭出催打策略，而之前採購的300萬劑BA.1次世代疫苗，則是已接種173萬人次，接種率超過一半。
加護病房「抗藥性細菌」增9成 指揮中心：將強化醫院感染管控機制,2022-11-16,新冠本土疫情趨緩，防疫政策逐步解封，疫情指揮中心指揮官王必勝今（16）日表示，年底跨年活動多，口罩鬆綁要很謹慎，第1階段戶外免戴口罩，最快這個月底會實施；至於政府採購的500萬劑高端疫苗，已使用340萬劑，還有160萬劑今日屆效，指揮中心將不再展延效期，會全部銷毀。,新冠本土疫情持續降溫，16日週三新增2萬2631例本土病例，較上週三同期下降8.7%，中重症有138例，死亡則有69例，年齡都在50歲以上，具有慢性病史；疫情穩定下降中，指揮中心指揮官王必勝表示，口罩令鬆綁要很謹慎，第一階段戶外免戴口罩，最快11月底上路。中央流行疫情指揮中心指揮官王必勝說道，「我們年底的活動真的是比較多，那這種大型的活動也蠻多，跨年、聖誕節啦，所以也因為這樣，我們對於口罩政策都一直的非常的謹慎，那就一再的在討論，我想最快應該是11月底（實施）。」新冠肺炎進入後疫情時代，不過抗藥性危機才正要開始，美國CDC今年六月發布報告指出，新冠肺炎重症患者使用抗生素比例提高，導致抗藥性細菌比例增加。台灣疾管署監測也發現，加護病房的細菌抗藥性比例激增到9成。有醫師警告，若不正視此問題，到了2050年，台灣每5人就有1人，會因抗藥性細菌感染而死亡。台灣感染症醫學會理事長王復德表示，「很多新冠肺炎到最後，可能都是因為用了很多的抗生素，或者是身上有一些，侵入性的裝置、管路在，所以他得到抗藥性的機會很多，大部分會死亡的，會醫治不了的，很多可能都是抗藥性細菌，而不是病毒本身。」對此，指揮中心強調，會強化各醫院的感染管控機制，讓抗生素合理使用，民眾也要破除迷思，不主動要求抗生素、不隨便自己買抗生素吃、不吃他人的抗生素，也不要隨便停藥。至於政府採購的500萬劑高端疫苗，已使用340萬劑，還有160萬劑16日屆效，指揮中心不再展延效期，將全部銷毀。
本土+16578／確診者5天居家照護後可外出 禁聚餐或群聚,2022-11-14,國內新冠病毒疫情今（14）日新增1萬6578例的本土病例，死亡則有40例；另外，上星期又檢出1例新興變異株、本土BQ.1的個案，隨著疫情趨緩，防疫新制陸續上路，其中從今日起，確診者隔離天數縮短為5天，而指揮中心也宣布，12月1日起，每週入境總量調高為20萬人次。,「你知道今天開始，只需要隔離5天嗎。」診所醫師忙著視訊看診，提醒患者5天不得外出，因為從11月14日起，新冠確診隔離天數縮短為5+N，只要完成5天居家照護就可自由外出，但禁止聚餐或參加群聚活動，也盡量不要去醫療院所。中央流行疫情指揮中心指揮官王必勝說道，「如果你驗的是這個還是陽性的話，那就是你要進行自主健康管理。自主健康管理的時候，當然是盡量不要去醫療院所。」新冠本土持續降溫，連續3天低於2萬例。14日週一新增1萬6578例本土病例，中重症有66例，死亡則有40例；另外上週再度檢出1例本土BQ.1個案，為中部20多歲男性，他5月曾確診，10月底又發病，再度感染，是國內第二例本土BQ.1個案。中央流行疫情指揮中心醫療應變組副組長羅一鈞表示，「他是一個輕症的個案，他只有採取居家照護，所以已經完成7天的居家隔離，已經順利的解隔，痊癒了。」另外考量歲末年終出入境需求增加，因此指揮中心宣布，從12月1日起，每週入境總人數從現行15萬人次，調高到20萬人次。王必勝指出，「在15萬的框架之下，那航班的增加有限，所以我們就讓它再增加再多一點，讓大家能夠有時間去調配，以因應，有可能在年底，或者是在農曆年的時候，比較大量的出國的旅客，或入境的旅客。」王必勝表示，上週病例數降到最低點，研判這波BA.5疫情已過，下週可望宣布口罩令第一階段放寬；至於有網友宣稱，自己是高端前員工，還翻拍了政府與高端公司的疫苗採購合約價格，不過高端公司發聲明強調，並無員工在今年6月離職，王必勝也在臉書發文會報警處理，請民眾不要轉傳及散布假訊息。
今起確診隔離改5+N 解除校園未打3劑週週快篩,2022-11-14,疫情趨緩，從今（14）日起有不少防疫新制上路，包括確診者隔離縮短為「5+N」，只要完成5天居家照護，就能自由外出；校園也解除未打滿3劑疫苗的教職員工「週週快篩」的規定。,診所醫師一早忙著視訊看診，並提醒患者5天不得外出。因為從11月14日起，新冠確診隔離天數，從原本「7+N」縮短為「5+N」，完成5天居家照護後，就可以正常上班，但禁止聚餐、聚會或參加群聚活動。中央流行疫情指揮中心發言人莊人祥說明，「11月14日確診的人，那他的居家照護就縮短為5天，快篩是陰性的話，自主健康管理就可以解除了。」本土疫情趨緩，防疫措施也陸續鬆綁，除了確診隔離天數縮短，校園也解除未打滿3劑疫苗的教職員工週週快篩的規定，不再強制快篩。不過有醫師提醒，放寬國內防疫措施後，接下來就要靠自我防疫。台北市大佳國小校長李鍾慧表示，「今天開始，我們的全體教職員工都可以免做快篩，就是解嚴了。」台北市聯醫中興院區醫師姜冠宇建議，「你要前往的區域是不是人潮比較擁擠、人流比較多，或者是環境是不是比較不通風？如果是發現以上這些現象的話，那其實還是自己戴一下口罩比較安全。」而為保障弱勢民眾健康，指揮中心也將擴大發放低收入戶、中低收入戶，及國小學生，每人5劑免費快篩劑，預估共有180萬人受惠，下週一（21）前，會配送到學校發放給學生。至於口罩令何時鬆綁？指揮中心強調還在討論細節，若確定就會對外公布。
《傳染病防治法》修法估送立院審議 指揮中心暫不退場,2022-11-13,新冠本土疫情，在穩定下降當中，而因應新冠肺炎，所設置的嚴重特殊傳染性肺炎防治及紓困振興特別條例，將會在明年6月底到期，為了要讓相關措施，有法源依據來銜接，衛福部長薛瑞元表示，已經啟動《傳染病防治法》修法，預計下個會期，會送立院審議，而可以確定的是，指揮中心暫時不會退場。,新冠本土連續兩天跌破2萬例，13日週日新增1萬8571例本土病例，較上週日同期、減少2成3，中重症有147例，死亡則有61例；重症個案中，新增一例兒童MIS-C個案，為2歲女童，沒有慢性病史，也沒打過疫苗，她9月底曾確診，10月底陸續出現MIS-C症狀，所幸經治療後，11月7日已經出院。中央流行疫情指揮中心發言人莊人祥表示，截至今日，兒童重症總共263例，包括腦炎33例、肺炎26例、心肌炎2例、敗血症4例、哮吼11例、家中死亡9例以及MIS-C 173例。本土疫情穩定下降中，因應新冠肺炎設置的《嚴重特殊傳染性肺炎防治及紓困振興特別條例》，即將在明年6月底到期，而為了讓相關措施有法源依據可以銜接，衛福部長薛瑞元表示，已啟動《傳染病防治法》修法小組，由次長王必勝擔任召集人，預計下個會期送立法院審議，不過可以確定的是，指揮中心暫時還不會退場。衛福部長薛瑞元表示，「目前來看的話，還沒有到（退場）時間，那也沒有辦法去預測說，一定是什麼時候，疫情的發展，還有指揮中心的功能，是不是都已經完成。」薛瑞元強調，現行《傳染病防治法》對於防疫物資，僅有例行採購，為延續緊急採購防疫物資功能，例如疫苗、藥物、快篩、口罩等，以及民眾若被隔離，需請假等權利義務，因此須盡速修法使其更為完備。
新增本土確診19172例 較上週減約24.9%,2022-11-12,今（12）日台灣新增本土新冠肺炎確診19172例，比上週減少約24.9%。針對確診者不可外出投票，上午出席活動的衛福部長薛瑞元表示，確診者只要領了選票，事後要勾稽很容易，跑都跑不掉，違者將處20萬元罰鍰。 ,台灣新冠疫情持續趨緩，12日新增19172例本土病例，60例死亡，較上週六的病例下降約24.9%。另外新增1例特殊重症個案，為9歲男童，沒有慢性病史。中央流行疫情指揮中心發言人莊人祥表示，「出現持續的發燒、全身皮疹、草莓舌，在11月2日住院，因疑似MIS-C所以給予免疫球蛋白、類固醇等藥物治療，病況好轉，於11月7日出院。」 確診者確定無法投票，不過11日指揮中心強調，不會提供確診者名單給選務單位，也不會在投開票所受理違反隔離規定檢舉，萬一確診者還是跑去投票呢？衛服部長薛瑞元說，領選票有紀錄、確診也有紀錄，事後追查很容易，確診者也可能面臨20萬元罰鍰。薛瑞元表示，「這兩個一勾稽的話，老實講，跑都跑不掉，所以事後的追查是相對的容易的。」對於口罩禁令的解除規劃，薛瑞元表示需要綜合判斷相關指標，有的指標在邊緣還沒有達到，但整個狀況是可以做開放的考慮。
免費快篩擴大發放 中低收入戶及國小學童受惠,2022-11-11,中央新冠肺炎快篩試劑庫存仍有1.3億劑，指揮中心決議擴大免費發放對象，從原先的65歲以上及0到6歲族群再擴大2類族群，包括低收與中低收入戶及12歲以下國小學童。另外，指揮中心也再宣布投票防疫措施，包括不會提供確診名單給選務單位，也不會在投開票所受理違反隔離規定的檢舉。,為了保障弱勢民眾與國小學童的健康，指揮中心將擴大發放低收與中低收入戶及12歲以下國小學生每人5劑免費快篩試劑，預估約有180萬人受惠。中央流行疫情指揮中心指揮官王必勝表示，「在11月21日以前配到各校（低收中低收）我們會依據造冊的數量寄到縣市的社會局或公所，再由縣市政府再協助發放。」而日前中選會及指揮中心定調確診者不可外出投票，但外界仍擔憂是否會有居隔中偷跑去投票，指揮中心再宣布投票日防疫措施，包括不會提供確診名單給選務單位，也不會在投開票所受理違反隔離規定檢舉。但民眾還是得遵守法律相關規定，若有違規者就會開罰。王必勝表示，「有人懷疑他是確診隔離中，你可以跟衛生局去檢舉，衛生局會做後續的查處之後再看是不是有真的有違反的情節。」另外，從11月7日起取消確診者的接觸者居家隔離，全面改採0+7天自主防疫，但指揮中心清查發現，有近6千人是新制上路前經醫師視訊診療，隔日才通報確診，因此將專案補匡列接觸者，於今（11）日上午發送簡訊連結給確診者填寫相關資料。中央流行疫情指揮中心發言人莊人祥表示，「今日上午11時前都有發送簡訊這個連結給這些確診民眾，在11月17日以前回填個人及同住接觸者的相關資料。」而國內新冠疫情持續趨緩，11日新增20269例本土病例，62例死亡，較上週五的病例下降約26.4%。至於中國官方也宣布，放寬防疫措施，入境人士從原本的7天集中隔離加3天居家健康監測調整為5天集中隔離加3天居家隔離，期間不得外出。
新制上路才通報確診 指揮中心發簡訊匡接觸者,2022-11-11,國內防疫措施逐漸鬆綁，11月7日起取消確診者的接觸者居家隔離，全面改採0+7天自主防疫，不過疫情指揮中心清查發現，有近6000人是新制上路前，經醫師視訊診療，隔天才通報確診，因此今（11）日中午前，指揮中心將發送簡訊連結給確診者、填寫相關資料，專案進行同住接觸者匡列作業。,11月7日開始取消有接觸確診者的居家隔離，改成0+7的自主防疫，不過疫情指揮中心發現，有近6000人在新制實施之前就視訊診療，卻在隔天才通報確診，指揮中心會發出簡訊，專案進行有住作伙的接觸者匡列作業。新冠本土疫情降溫，國內防疫措施逐漸鬆綁，從11月7日起，取消確診者的接觸者居家隔離，全面採行0+7天自主防疫，不過疫情指揮中心清查發現，11月6日經醫師視訊診療，隔天才通報確診者有近6000人，因此將專案補匡列接觸者，11日上午會發送簡訊連結給確診者填寫相關資料。中央流行疫情指揮中心發言人莊人祥表示，「他的同住家人可能當時是有選3+4（居家隔離），所以現在就是會再發，今日11時以前會再發簡訊給這些確診的個案。」不過指揮中心表示，不會再發送接觸者居家隔離通知書，若有請假或保險請領需求民眾，可使用數位新冠病毒健康證明系統，或是健康存摺App申請接觸者隔離證明；而口罩令最快這個月鬆綁，戶外可不必戴口罩，下個月還可能進一步開放婚宴酒席逐桌敬酒，對此有醫師建議，家中若有脆弱族群的長輩及幼兒，應減少參加這類聚會。北市聯醫中興院區醫師姜冠宇表示，「如果說你家裡是有脆弱的族群需要保護的，或是說有未滿6歲的小孩，那你可能就要斟酌考慮一下，要不要自己去參與這些逐桌敬酒的一些習俗啦。」醫師強調，近期雖然出現新興變異株，所幸患者大多屬於輕症，國人自然感染及第3劑疫苗追加劑接種率達7成4，有一定群體免疫，不過建議民眾還是要勤洗手，保持良好衛生習慣，才能降低新冠及流感等飛沫傳播風險。
本土+24798例／口罩令擬3階段鬆綁  王必勝：第1階段先開放戶外免戴,2022-11-09,疫情持續降溫，指揮官王必勝也透露，口罩政策調整第一階段就是開放戶外免戴口罩，但針對無法保持社交距離的大型活動，仍還是要進一步規定。另外，首批莫德納BA.4/5雙價疫苗將在明（10）日上午抵台，預計18日起配送至各地方政府施打。,疫情指揮中心疫情監測組組長周志浩表示，「這也是延續著這下降的一個趨勢，我們也期待這趨勢能夠持續。」疫情指揮中心9日公布，新增2萬4798例本土個案，以新北市的4053例最多，疫情與上週三相比下降25.1%，中重症181例、死亡則有66例，其中兩例較年輕的死亡個案為一男一女，皆為40多歲，都有慢性病史，也接種過三劑疫苗。隨著國內疫情持續降溫，口罩令的分階段鬆綁也備受矚目。疫情指揮中心指揮官王必勝指出，「這個室外的定義，還有哪一些例外的場合，這個我們現在正在討論當中，演唱會、體育場所，或者是這個選舉造勢，這些都跟很多不特定的對象，不能保持社交距離，那這些是不是要另訂規定，這些我們還在思考。」王必勝進一步說明，口罩政策調整第一階段大方向就是室外不用戴口罩、室內要戴；也透露第二階段將可能正面表列需要戴口罩的場所，例如醫院、長照機構、密閉的大眾交通運輸工具等；而鬆綁的第三階段，可以看到很多國家都是由「強制」轉為「建議」戴口罩； 另外，首批莫德納次世代BA.4/5雙價疫苗也將在10日抵台。疫情指揮中心指揮官王必勝表示，「莫德納次世代BA.4/5的這個雙價疫苗，那它的第一批是總共有70.3萬劑，那會在明天上午抵台，暫定於11/18起開始配送，那讓地方政府開始施打。」至於免費快篩試劑擴大發放政策，指揮中心表示確定擴大至12歲以下兒童及中低收入戶，預估超過180萬人受惠，由於需要盤點配送，以及各縣市政府合作，預計本周對外說明相關實施日期。
口罩分階段鬆綁 王必勝：細節規劃中預計本月上路  ,2022-11-09,0,疫情指揮中心指揮官王必勝今（9）日上午接受媒體訪問時表示，家用快篩試劑免費發放擴大對象確定就是低收與中低收入戶、12歲以下兒童，這個月會上路，超過60萬人受惠。另外口罩也將分階段鬆綁，預計將在這個月，但細節仍在規劃中。疫情指揮中心指揮官王必勝說明，「看現在的疫情是趨緩，而且下降速度是越來越快，所以我想我們應該有這個條件，去調整我們的口罩政策。第一階段調整的方向分成室內跟室外，但是有一些細節我們還是把它規劃清楚，詳細的實施時間，我們也是會盡快跟大家來做公告，應該是這個月。」針對口罩令分階段鬆綁，王必勝表示，看現在的疫情趨緩，應該有條件可以調整口罩政策，第一階段就是分為室內與室外，但有些細節還是要規劃清楚，他說應該是這個月上路，但因牽涉較廣，還是要等整理後才能說明。
本土+24935／確診名單不送中選會  違規外出投票最高罰200萬,2022-11-08,新冠本土疫情新增2.4萬多人，死亡15例，是181天以來單日死亡新低。有鑑於本土疫情放緩，指揮中心也透露，下一波將鬆綁口罩令，戶外將免戴口罩。至於九合一大選的投票日，指揮中心強調，確診個案如果違規外出，依法可處2年以下，或最高200萬罰金。,九合一大選投票剩不到3週，雖然中選會規定新冠肺炎確診者不能外出投票，但各縣市作法不一，更傳出有部分縣市要求提供確診隔離名單給投票所，避免確診者領票，引發外界爭議。對此疫情指揮中心表示，並無規劃把確診名單給中選會，若有確診者違反規定外出，有傳染他人之疑慮，可處2年以下有期徒刑、拘役，或新台幣20萬元以上、200萬元以下罰金。中央疫情指揮中心發言人莊人祥說道，「那個禮拜應該是以5+N的方式來做處理，所以如果還在5天的居家照護期間，那請民眾遵循這個傳染病防治法，依照規定是不得外出。」新冠本土持續降溫，指揮中心從這個月7日起分兩階段鬆綁防疫措施，外界關心口罩令何時放寬？指揮中心表示，正在蒐集資料，並透露世衛組織WHO建議，戶外不必強制戴口罩，台灣也可能會跟進。疫情指揮中心醫療應變組副組長羅一鈞表示，「世界衛生組織的建議就是說，可以考慮在室外戶外的部分是不需要強制戴口罩，但是還是都建議，就是說在室內，或者是人潮擁擠的場所來戴口罩。」而在新冠本土疫情方面，8日週二新增2萬4935例本土病例，中重症有33例，死亡則有15例，創5月11日以來，時隔181天單日死亡病例新低；重複感染人數累計有6.5萬多人，約占全國統計3%。至於指揮官王必勝週一深夜，突然在臉書發文揭露高端疫苗EUA的14位審查委員背景，指揮中心強調，這是讓大家知道的確有這些專家存在，並非衛福部自導自演。
今起防疫新制上路 取消旅行團等3劑令、公共場所不強制量體溫,2022-11-07,隨著國內疫情趨緩，防疫規定再放寬，從今（7）日開始，接觸者隔離放寬為7+n天，居家隔離也正式走入歷史，改為0+7自主防疫。另外，也取消旅行團、健身房、遶境、八大行業等疫苗3劑令，到公共場所也不強制量體溫。指揮中心更進一步宣布，下週一（14日）起，也將取消第一、二、三、七類，共24類場所工作人員「三劑令」。,量測體溫，接者酒精消毒雙手，過去進入公共場所，這是不能少做的SOP。還有宮廟舉辦大型活動，也要有接種三劑疫苗證明。從7日起全部取，指揮中心放寬4大防疫措施，包括確診者隔離放寬為7+n天，同住接觸者改0+7自主防疫，居家隔離走入歷史，也取消旅行團、健身房、遶境、八大行業等疫苗3劑令，到公共場所也不強制量體溫。民眾說道，「有看到（店家提供）我還是會用酒精消毒。」艋舺青山宮管委會秘書陳玉敏表示，「（11月13日起遶境活動）我們有一個醫護組，我們的陣頭我們也宣導他自我管理，你覺得身體不舒服，有發燒你就不要來，我們也有造冊。」而指揮中心上週公布國人接種新冠疫苗的保護效益分析，以不分年齡層來看，接種3劑高端疫苗對預防中重症、死亡率的保護力都高達9成，僅次於BNT，引發外界質疑數據是在護航高端，對此衛福部長薛瑞元上午在立法院也做出澄清。薛瑞元表示，「（疾管署）把這一些資料整理好可以來了解一下，各個不同的疫苗，到底它們的保護效力各是怎麼樣，這個不是針對高端做的。」但國民黨團再開記者會痛批政府圖利、護航高端，將追究相關官員的行政、法律和政治責任。立法院國民黨團總召曾銘宗指出，「最誇張是由衛福部的疾管署代寫，提出這個效益報告，衛福部為什麼圖利高端，是誰決策做的。」指揮中心澄清，審查資料是透過大數據資料庫、統計分析，完整報告會擇期對外公布。而國內新冠疫情，7日新增本土1萬6538例。確診案例仍以BA.5佔多數。不過，上週驗97例中，出現1例本土首例BQ.1變異株，研判是社區感染，而且感染源不明。
本土+24309／疫情趨緩 4大防疫新制11/7上路,2022-11-06,新冠本土新增2萬4309例本土病例，連續4天低於3萬例，中重症有161例，死亡則有47例。本土疫情緩降，因此明（7）日起有4大鬆綁新制將上路，包括確診隔離改為7+N天，確診同住家人免隔離，宗教遶境等活動取消3劑令，公共場所也不再強制量體溫。不過交通部表示，台鐵、高鐵到年底仍會保留既有設備，提供旅客自主量測體溫。,想要到傳統市場大樓買菜，都要在入口處先量體溫，溫度正常才能進入，不過從7日週一開始，公共場所不用強制量體溫就能進入。民眾吳小姐說道，「感染新冠的人都沒有症狀啊，對啊，所以其實沒差，各國都在開放啦。」民眾呂小姐表示，「我是覺得OK的，我覺得自我防護就好，吃飽、睡好、多運動。」新冠本土疫情連續4天低於3萬例。6日週日新增2萬4309例本土病例，較上週日同期下降兩成二，中重症有161例，死亡則有47例，其中較年輕死亡病例為21歲女性，她本身有神經系統疾病，打過3劑疫苗，10月29日發病，雖然住院治療，仍不幸在11月3日病逝。中央流行疫情指揮中心發言人莊人祥指出，「給予瑞德西韋治療，11月3日過世，主要死因為新冠肺炎併呼吸衰竭。」本土疫情緩降，7日週一起將有4大防疫新制上路，包括取消接觸者居家隔離，全面實施0+7自主防疫；非重症確診隔離改為7+N天；宗教遶境、國旅、健身房及八大行業等，取消3劑令限制；另外高鐵、台鐵、傳統市場等公共場所，也取消強制量體溫規範。不過交通部表示，台鐵、高鐵到年底仍會保留既有設備，提供旅客自主量測體溫。
4大防疫鬆綁新制明上路 接觸者取消居家隔離,2022-11-06,新冠本土疫情逐漸脫離高原期，明（7）日起有4大鬆綁新制上路，包括確診隔離改為7+N、確診同住家人免隔離、宗教遶境和國旅等活動取消3劑令、公共場所也不再強制量體溫。不過交通部表示，台鐵、高鐵到今（2022）年底，仍會保留既有設備，提供旅客自主量測體溫。,想要到傳統市場大樓買菜，都要在入口處先量測體溫，溫度正常才能進入。不過考量新冠病毒感染不見得會發燒，因此指揮中心宣布，從7日週一開始，公共場所將不再強制量體溫就能進入。民眾吳小姐認為，「感染新冠的人都沒有症狀啊，對啊，所以其實沒差，各國都在開放啦。」民眾呂小姐也說：「我是覺得OK的，我覺得自我防護就好，吃飽、睡好、多運動。」新冠本土疫情連續4週下降，已脫離高原期。7日週一起，有4大防疫新制上路，包括取消接觸者居家隔離，全面實施0+7自主防疫；非重症確診隔離改為7+N；宗教遶境、國旅、健身房及八大行業等，取消3劑令限制；另外高鐵、台鐵、傳統市場、百貨公司等公共場所，也取消強制量體溫規範。台北市南門市場自治會長王銓國表示，「暫時我們先放著（不撤掉），讓民眾也安心。他們要量體溫也可以，還有體溫（計）旁邊都有酒精，也可擦擦手啦這樣，都可以。」指揮中心強調，接觸者自主防疫期間若有外出用餐需求，可獨自用餐、或與特定對象共餐，餐點使用完畢後，應立即戴上口罩。而交通部則表示，台鐵、高鐵到年底，仍會保留既有設備，提供旅客自主量測體溫。
